SAN JOSE;100630161040006;100630161040006;-28,388732146;-65,706270125;FRAY MAMERTO ESQUIU;FRAY MAMERTO ESQUIU;CATAMARCA;;
POMANCILLO OESTE;100630161030000;100630161030000;-28,317843246;-65,742344719;FRAY MAMERTO ESQUIU;FRAY MAMERTO ESQUIU;CATAMARCA;;
POMANCILLO ESTE;100630161020000;100630161020000;-28,308717374;-65,722209844;FRAY MAMERTO ESQUIU;FRAY MAMERTO ESQUIU;CATAMARCA;;
SAN ANTONIO;100630161040005;100630161040005;-28,423776679;-65,706213432;FRAY MAMERTO ESQUIU;FRAY MAMERTO ESQUIU;CATAMARCA;;
CRUCE MUÑOZ;065950595000012;065950595000012;-37,1820692;-60,6463365;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
VILLA ALFREDO FORTABAT;065950595120000;065950595120000;-36,980271464;-60,279082844;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
CUARTEL II - AEROPUERTO;065950595000013;065950595000013;-36,9138115;-60,2275544;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
ESPIGAS;065950595050000;065950595050000;-36,41227324;-60,673069465;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
RECALDE;065950595080000;065950595080000;-36,651501617;-61,084504027;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
CAMPO ELSSIRY;065950595000006;065950595000006;-37,28472315;-60,342755627;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
EL PORVENIR;065950595000016;065950595000016;-36,5143954;-60,5474023;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
SIERRAS BAYAS;065950595110001;065950595110001;-36,922523815;-60,215792542;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
OLAVARRIA;065950595070000;065950595070000;-36,892093579;-60,318004656;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
CHACRAS DE PIBUEL;065950595000010;065950595000010;-36,908140792;-60,365176129;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
VIRGEN DE LA LOMA;065950595000057;065950595000057;-36,8185482;-60,385061;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
SAN PEDRO;065950595000048;065950595000048;-36,7927946;-60,6360127;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
CALERA AVELLANEDA;065950595000004;065950595000004;-36,98256235;-60,24344894;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
EL MIRADOR;065950595000015;065950595000015;-36,812599182;-60,350936891;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
SAN QUILCO;065950595000049;065950595000049;-37,0438314;-61,1407248;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
COLONIA SAN MIGUEL;065950595040000;065950595040000;-36,949565979;-60,110895408;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
SIERRA CHICA;065950595100000;065950595100000;-36,843238222;-60,223427138;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
LAS PIEDRITAS;065950595000035;065950595000035;-36,7335474;-60,5955954;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
VILLA LA SERRANIA;065950595130000;065950595130000;-36,990363212;-60,310808118;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
ITURREGUI;065950595000020;065950595000020;-36,8293322;-61,1255567;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
VILLA MONICA;065950595000055;065950595000055;-36,8993962;-60,1455471;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
BLANCAGRANDE;065950595010000;065950595010000;-36,532888708;-60,882454913;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
CERRO SOTUYO;065950595000009;065950595000009;-36,961201976;-60,100827933;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
COLONIA HINOJO;065950595060001;065950595060001;-36,88006945;-60,178055297;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
MAPIS;065950595000038;065950595000038;-36,7705364;-61,2818613;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
CAMPO BELGRANO;065950595000005;065950595000005;-36,7250646;-60,276205;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
VILLA ARRIETA;065950595110002;065950595110002;-36,943660537;-60,157827183;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
BLANCA CHICA;065950595000002;065950595000002;-36,8410918;-60,4478581;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
SAN GREGORIO;065950595000044;065950595000044;-36,7044536;-60,4280269;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
ROCHA;065950595000041;065950595000041;-37,145768713;-60,977484401;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
HINOJO;065950595060002;065950595060002;-36,875899595;-60,147319691;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
COLONIA NIEVAS;065950595030000;065950595030000;-36,864137026;-60,08164247;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
LA PARDA;065950595000029;065950595000029;-36,6551192;-60,7438976;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
SAN JACINTO;065950595000045;065950595000045;-36,9661162;-60,2584252;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
LA PROVIDENCIA;065950595000032;065950595000032;-37,0009645;-60,1886992;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
SANTA LUISA;065950595090000;065950595090000;-37,128965369;-60,40993039;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
POURTALE;065950595000039;065950595000039;-36,972646979;-60,436308622;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
LA MODERNA;065950595000025;065950595000025;-36,977116;-60,9859857;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
SAN ANTONIO;065950595000043;065950595000043;-36,6721853;-60,5713249;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
LA CARMELITA;065950595000022;065950595000022;-36,481060756;-60,814847883;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
LOS CHILENOS;065950595000037;065950595000037;-36,9332836;-60,721619;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
CAMPO STRIEBECK;065950595000007;065950595000007;-36,796281877;-60,311721086;OLAVARRIA;OLAVARRIA;BUENOS AIRES;;
COLONIA ITURRASPE;820212182000028;820212182000028;-31,4788195;-61,62158;COLONIA ITURRASPE;CASTELLANOS;SANTA FE;;
COLONIA LA POSTA;820142028000009;820142028000009;-33,050945267;-61,487723342;AREQUITO;CASEROS;SANTA FE;;
AREQUITO;820142028010000;820142028010000;-33,148300838;-61,471334935;AREQUITO;CASEROS;SANTA FE;;
SAN JOSE DE AGUILAR;661610413000134;661610413000134;-22,34120267;-65,17109986;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
PUCALLPA;661610413000104;661610413000104;-22,27221734;-64,96329924;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
LIZOITE;661610413000079;661610413000079;-22,26085;-65,16353;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
LA SOLEDAD;661610413000070;661610413000070;-22,21907088;-64,89133406;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
HORNILLOS;661610413000056;661610413000056;-22,33043511;-65,1269968;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
EL PUESTO;661610413000050;661610413000050;-22,20926263;-64,9669281;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
LA FALDA;661610413000065;661610413000065;-22,2361511;-64,93101785;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
RODEO PAMPA;661610413000127;661610413000127;-22,245227814;-65,078018188;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
PUCARA;661610413000105;661610413000105;-22,18128;-64,95977;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
LA HUERTA;661610413000066;661610413000066;-22,23831;-65,01659;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
CAMPO LA PAZ;661610413000029;661610413000029;-22,36944976;-65,14637476;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
PUEBLO VIEJO;661610413000106;661610413000106;-22,395233154;-64,82989502;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
SAN FRANCISCO;661610413000132;661610413000132;-22,408863068;-65,259094238;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
SAN JOSE;661610413000133;661610413000133;-22,334178925;-65,175895691;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
ABRA DE SANTA CRUZ;661610413000007;661610413000007;-22,10361871;-65,02203878;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
SANTA CRUZ;661610413000140;661610413000140;-22,149839401;-65,02141571;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
CHORRO;661610413000035;661610413000035;-22,287244797;-64,920921326;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
SANTA VICTORIA;661610413070000;661610413070000;-22,229461501;-64,950325547;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
ABRA DE SAN ANTONIO;661610413000006;661610413000006;-22,17502;-64,93502;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
ANTIGAL;661610413000014;661610413000014;-22,16734;-64,9073;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
LAGUNA;661610413000071;661610413000071;-22,37389946;-65,178741455;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
SAN FELIPE;661610413000131;661610413000131;-22,30340389;-64,98355327;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
SANTA CRUZ DE AGUILAR;661610413000141;661610413000141;-22,15450164;-65,0182986;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
MECOYITA;661610413000081;661610413000081;-22,12536665;-64,90085004;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
ACOYTE;661610413010000;661610413010000;-22,262570806;-64,999342591;SANTA VICTORIA OESTE;SANTA VICTORIA;SALTA;;
RIO PIEDRAS;661120280070000;661120280070000;-25,321181876;-64,917329425;RIO PIEDRAS;METAN;SALTA;;
LUMBRERAS;661120280030000;661120280030000;-25,217257579;-64,930686146;RIO PIEDRAS;METAN;SALTA;;
ARENALES;661120280000005;661120280000005;-25,145547867;-65,154006958;RIO PIEDRAS;METAN;SALTA;;
SAN RAMIREZ;300709495000106;300709495000106;-30,46341428;-59,34085823;SAN RAMIREZ;LA PAZ;ENTRE RÍOS;;
LIHUEL CALEL;420840280000005;420840280000005;-38,01481736;-65,584818951;PUELCHES;CURACO;LA PAMPA;;
PUELCHES;420420280020000;420420280020000;-38,143772231;-65,910279081;PUELCHES;CURACO;LA PAMPA;;
GENERAL LAGOS;820843407150000;820843407150000;-33,112158888;-60,566573784;GENERAL LAGOS;ROSARIO;SANTA FE;;
PAMPA LA PORTEÑA;220490133000011;220490133000011;-26,891746562;-61,119342344;CORZUELA;GENERAL BELGRANO;CHACO;;
CORZUELA NORTE;220490133000006;220490133000006;-26,89782559;-61,02852309;CORZUELA;GENERAL BELGRANO;CHACO;;
SAN ANTONIO;220490133000013;220490133000013;-26,845151262;-61,156831641;CORZUELA;GENERAL BELGRANO;CHACO;;
COLONIA JUAN LAVALLE;220490133000004;220490133000004;-27,10585501;-60,857506708;CORZUELA;GENERAL BELGRANO;CHACO;;
PAMPA ZAPPA;220490133000012;220490133000012;-26,95941313;-61,07284844;CORZUELA;GENERAL BELGRANO;CHACO;;
COLONIA SAN LORENZO;220490133000005;220490133000005;-26,968568802;-60,873462677;CORZUELA;GENERAL BELGRANO;CHACO;;
CAMPO CANTON;220490133000002;220490133000002;-26,965077007;-61,030713589;CORZUELA;GENERAL BELGRANO;CHACO;;
PAMPA ALSINA;220490133000009;220490133000009;-26,993965072;-60,857751949;CORZUELA;GENERAL BELGRANO;CHACO;;
CORZUELA;220490133010000;220490133010000;-26,955676009;-60,970757406;CORZUELA;GENERAL BELGRANO;CHACO;;
LA CIENAGA;740636294000091;740636294000091;-32,417919159;-65,48777771;LAS AGUADAS;LIBERTADOR GENERAL SAN MARTÍN;SAN LUIS;;
LAS AGUADAS;740636294020000;740636294020000;-32,376358046;-65,501204138;LAS AGUADAS;LIBERTADOR GENERAL SAN MARTÍN;SAN LUIS;;
TALA VERDE;740636294000181;740636294000181;-32,40896557;-65,56209159;LAS AGUADAS;LIBERTADOR GENERAL SAN MARTÍN;SAN LUIS;;
EL PUESTO;740636294000067;740636294000067;-32,34642911;-65,46720015;LAS AGUADAS;LIBERTADOR GENERAL SAN MARTÍN;SAN LUIS;;
LOS MOLLES;740636294000133;740636294000133;-32,358093262;-65,529525757;LAS AGUADAS;LIBERTADOR GENERAL SAN MARTÍN;SAN LUIS;;
CAÑADON SECO;780145007020000;780145007020000;-46,55884577;-67,616856369;CAÑADON SECO;DESEADO;SANTA CRUZ;;
LA ESCALERA;461260126000005;461260126000005;-29,140890122;-67,157470703;SANAGASTA;SANAGASTA;LA RIOJA;;
LA TORRECITA;461260126000007;461260126000007;-29,177150726;-67,043296814;SANAGASTA;SANAGASTA;LA RIOJA;;
HUACO;461260126000004;461260126000004;-29,160524552;-67,091955631;SANAGASTA;SANAGASTA;LA RIOJA;;
VILLA SANAGASTA;461260126010000;461260126010000;-29,306449146;-67,041409736;SANAGASTA;SANAGASTA;LA RIOJA;;
ADROGUE;060280028010001;060280028010001;-34,801558074;-58,391467719;ALMIRANTE BROWN;ALMIRANTE BROWN;BUENOS AIRES;;
JOSE MARMOL;060280028010006;060280028010006;-34,785144251;-58,36814756;ALMIRANTE BROWN;ALMIRANTE BROWN;BUENOS AIRES;;
SAN JOSE;060280028010012;060280028010012;-34,767377192;-58,34327714;ALMIRANTE BROWN;ALMIRANTE BROWN;BUENOS AIRES;;
RAFAEL CALZADA;060280028010010;060280028010010;-34,791136751;-58,350598184;ALMIRANTE BROWN;ALMIRANTE BROWN;BUENOS AIRES;;
CLAYPOLE;060280028010003;060280028010003;-34,804475908;-58,344782553;ALMIRANTE BROWN;ALMIRANTE BROWN;BUENOS AIRES;;
MINISTRO RIVADAVIA;060280028010009;060280028010009;-34,855689501;-58,361646543;ALMIRANTE BROWN;ALMIRANTE BROWN;BUENOS AIRES;;
BURZACO;060280028010002;060280028010002;-34,831541589;-58,398687487;ALMIRANTE BROWN;ALMIRANTE BROWN;BUENOS AIRES;;
MALVINAS ARGENTINAS;060280028010008;060280028010008;-34,818958317;-58,423561061;ALMIRANTE BROWN;ALMIRANTE BROWN;BUENOS AIRES;;
