PRESIDENCIA DE LA PLAZA;22119;22119;-26,84889313;-59,87023116;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22119</Literal></PropertyIsEqualTo></Filter>;12499;81;29;0;74;3416;3422;28;3184;6;14;269;20;8
ALBARDON;70007;70007;-31,326969147;-68,417236328;SAN JUAN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>70007</Literal></PropertyIsEqualTo></Filter>;23888;94;11;19;89;5863;5874;24;5398;7;18;603;15;7
PUNTA INDIO;06655;06655;-35,350566;-57,297616;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06655</Literal></PropertyIsEqualTo></Filter>;9888;76;52;69;97;3413;3431;10;3361;1;6;185;6;1
LEZAMA;06466;06466;-35,874824873;-57,896422676;BUENOS AIRES;;;;;;;;;;;;;;;;;;;;
TOLHUIN;94035;94035;-54,511386755;-67,195804464;TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>94035</Literal></PropertyIsEqualTo></Filter>;;;;;;;;;;;;;;
CASTRO BARROS;46021;46021;-28,9634753;-66,99905992;LA RIOJA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>46021</Literal></PropertyIsEqualTo></Filter>;4268;98;0;0;92;1328;1334;10;1302;1;3;24;5;2
GENERAL SAN MARTÍN;46091;46091;-31,692226058;-65,886039021;LA RIOJA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>46091</Literal></PropertyIsEqualTo></Filter>;4944;75;0;0;74;1297;1303;11;1269;2;8;86;22;9
ZARATE;06882;06882;-33,9804188;-59,2846864;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06882</Literal></PropertyIsEqualTo></Filter>;114269;93;62;59;96;34013;34051;12;31115;8;13;1631;9;4
9 DE JULIO;22105;22105;-27,017018676;-61,187428084;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22105</Literal></PropertyIsEqualTo></Filter>;28555;13;0;0;79;7798;7810;21;7416;4;12;608;20;5
JIMENEZ;86091;86091;-26,688954306;-64,454471239;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86091</Literal></PropertyIsEqualTo></Filter>;14352;62;0;0;74;3586;3591;12;2019;43;50;230;24;8
LIBERTAD;22077;22077;-27,269456708;-59,211222328;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22077</Literal></PropertyIsEqualTo></Filter>;12158;83;42;0;87;3237;3240;22;15129;4;9;2437;13;0
AVELLANEDA;86028;86028;-28,70814175;-63,1050531;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86028</Literal></PropertyIsEqualTo></Filter>;20763;46;0;0;56;4897;4897;28;3897;20;45;1205;28;12
RIO GRANDE;94007;94007;-52,884128633;-68,448783124;TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>94007</Literal></PropertyIsEqualTo></Filter>;70042;93;90;91;95;21410;21495;16;19790;7;18;2399;15;2
RIVADAVIA;86154;86154;-29,83512;-62,16991;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86154</Literal></PropertyIsEqualTo></Filter>;5015;42;0;0;92;1468;1470;10;1379;6;9;44;8;1
COMUNA 7;02007;02007;-34,63680708;-58,458269851;CIUDAD DE BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>02007</Literal></PropertyIsEqualTo></Filter>;220591;99;97;87;94;80628;81651;13;73034;10;11;391;8;2
CATRILO;42028;42028;-36,67294558;-63,66446349;LA PAMPA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>42028</Literal></PropertyIsEqualTo></Filter>;7293;87;10;75;97;2389;2395;8;2304;3;5;52;4;1
RINCONADA;38049;38049;-22,53894;-65,96138;JUJUY;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>38049</Literal></PropertyIsEqualTo></Filter>;2488;46;0;0;15;553;570;15;520;5;36;168;25;5
SAN BLAS DE LOS SAUCES;46119;46119;-28,320748457;-67,053376066;LA RIOJA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>46119</Literal></PropertyIsEqualTo></Filter>;3927;91;0;0;89;1087;1094;13;1047;3;12;91;14;3
LAS FLORES;06455;06455;-36,3036243;-59,3193839;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06455</Literal></PropertyIsEqualTo></Filter>;23871;89;60;43;95;8213;8230;11;7924;3;5;145;4;1
RIVADAVIA;06679;06679;-35,4640821;-62,8552805;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06679</Literal></PropertyIsEqualTo></Filter>;17143;65;45;76;95;5483;5489;11;5239;4;6;101;5;2
MAYOR LUIS J FONTANA;22098;22098;-27,689552867;-60,834887832;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22098</Literal></PropertyIsEqualTo></Filter>;55080;76;27;0;84;15495;15515;21;14388;7;10;587;19;6
ISLAS DEL ATLANTICO SUR;94021;94021;-51,806531825;-58,959658956;TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>94021</Literal></PropertyIsEqualTo></Filter>;;;;;;;;;;;;;;
COMUNA 5;02005;02005;-34,609227689;-58,421745225;CIUDAD DE BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>02005</Literal></PropertyIsEqualTo></Filter>;179005;99;98;97;97;76282;76999;11;73226;4;5;216;6;1
SAAVEDRA;06700;06700;-37,724466063;-62,10173503;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06700</Literal></PropertyIsEqualTo></Filter>;20749;92;67;22;96;7315;7354;7;7187;1;2;30;1;0
ÑORQUINCO;62056;62056;-41,68252462;-70,71325062;RÍO NEGRO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>62056</Literal></PropertyIsEqualTo></Filter>;1736;38;0;20;35;637;643;13;455;28;33;31;15;2
GENERAL GUIDO;06308;06308;-36,6656205;-58,0745242;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06308</Literal></PropertyIsEqualTo></Filter>;2816;70;0;53;96;1005;1011;11;998;0;4;43;3;1
CORONEL DORREGO;06189;06189;-38,7655502;-61,4127594;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06189</Literal></PropertyIsEqualTo></Filter>;15825;88;62;49;98;8097;5707;10;5586;1;2;60;2;1
25 DE MAYO;06854;06854;-35,2813845;-60,2618183;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06854</Literal></PropertyIsEqualTo></Filter>;35842;83;39;74;96;12416;12447;10;12029;3;5;0;4;2
9 DE JULIO;70063;70063;-31,702191264;-68,368622065;SAN JUAN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>70063</Literal></PropertyIsEqualTo></Filter>;9307;84;5;0;88;2221;2222;20;2065;7;25;406;17;10
BERMEJO;22014;22014;-26,921750385;-58,778745968;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22014</Literal></PropertyIsEqualTo></Filter>;25052;80;11;0;82;7128;7152;23;6799;4;12;531;13;6
MARCOS JUAREZ;14063;14063;-32,62947464;-62,309131622;CÓRDOBA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>14063</Literal></PropertyIsEqualTo></Filter>;104205;83;35;60;98;35476;35577;7;34404;3;3;253;3;1
CAPITAL;18021;18021;-27,4064;-58,782760001;CORRIENTES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>18021</Literal></PropertyIsEqualTo></Filter>;358223;98;73;0;92;96993;97110;15;86544;10;15;4112;11;5
LA PLATA;06441;06441;-35,038806067;-58,059306162;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06441</Literal></PropertyIsEqualTo></Filter>;654324;91;70;46;96;221313;221723;11;209888;5;9;13288;8;2
HUILICHES;58049;58049;-39,73103584;-71,07764941;NEUQUÉN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>58049</Literal></PropertyIsEqualTo></Filter>;14725;84;76;79;84;4222;4286;15;4019;4;11;270;16;5
EL CARMEN;38014;38014;-24,426210403;-65,107406616;JUJUY;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>38014</Literal></PropertyIsEqualTo></Filter>;97039;93;42;28;83;23324;23357;17;19316;17;26;2057;22;11
ROJAS;06686;06686;-34,2433108;-60,532499;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06686</Literal></PropertyIsEqualTo></Filter>;23432;91;66;42;91;8010;8017;9;7717;3;4;107;3;1
LA PAZ;10070;10070;-28,71805191;-65,296485901;CATAMARCA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>10070</Literal></PropertyIsEqualTo></Filter>;22638;89;16;5;85;6093;6115;9;5768;5;13;492;17;8
GENERAL OBLIGADO;82049;82049;-28,6765561;-59,7497004;SANTA FE;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>82049</Literal></PropertyIsEqualTo></Filter>;176410;78;39;0;87;49969;50048;16;45473;8;13;2493;11;6
SALAVINA;86168;86168;-29,034310364;-63,338746612;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86168</Literal></PropertyIsEqualTo></Filter>;11217;32;0;0;60;2718;2723;32;2652;2;46;1199;25;9
BANDA;86035;86035;-27,59548811;-64,41117012;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86035</Literal></PropertyIsEqualTo></Filter>;142279;89;28;28;86;35244;35275;13;33132;5;12;2226;16;8
PATAGONES;06602;06602;-40,8136857;-62,6629984;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06602</Literal></PropertyIsEqualTo></Filter>;30207;90;51;63;96;10183;10207;13;9801;3;7;362;9;4
LA MATANZA;06427;06427;-34,714172889;-58,508904377;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06427</Literal></PropertyIsEqualTo></Filter>;1775816;72;45;52;93;484909;485123;16;405338;16;20;21724;11;5
ESQUINA;18049;18049;-30,0784368;-59,4055912;CORRIENTES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>18049</Literal></PropertyIsEqualTo></Filter>;30802;57;36;0;77;8108;8141;24;7770;4;19;1256;17;8
GARAY;82035;82035;-31,1523125;-60,1365521;SANTA FE;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>82035</Literal></PropertyIsEqualTo></Filter>;20890;57;0;0;81;5860;5882;22;5571;4;11;388;14;9
MERLO;06539;06539;-34,708542242;-58,679586725;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06539</Literal></PropertyIsEqualTo></Filter>;528494;45;20;48;95;147716;147784;15;135383;8;13;7227;11;5
ROBLES;86161;86161;-27,84078886;-63,93408912;SANTIAGO DEL ESTERO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>86161</Literal></PropertyIsEqualTo></Filter>;44415;83;1;0;73;10609;10631;17;9201;13;19;664;24;11
BELEN;10035;10035;-26,94426;-66,73487;CATAMARCA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>10035</Literal></PropertyIsEqualTo></Filter>;27843;90;43;0;81;6817;6875;12;6288;7;13;383;17;4
CARLOS CASARES;06147;06147;-35,83601;-61,43436;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06147</Literal></PropertyIsEqualTo></Filter>;22237;82;65;63;96;7775;7799;9;7504;3;4;93;4;2
ITUZAINGO;06410;06410;-34,644055116;-58,688489333;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06410</Literal></PropertyIsEqualTo></Filter>;167824;13;8;56;96;51444;51505;11;48074;6;8;1079;4;2
MONTE CASEROS;18112;18112;-30,47490444;-57,98344137;CORRIENTES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>18112</Literal></PropertyIsEqualTo></Filter>;36338;88;73;0;91;10543;10575;19;10119;4;12;850;12;4
LOMAS DE ZAMORA;06490;06490;-34,737902715;-58,440675369;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06490</Literal></PropertyIsEqualTo></Filter>;616279;97;30;22;96;188844;188982;12;167304;11;14;5614;8;4
9 DE JULIO;06588;06588;-35,6497312;-61,0228986;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06588</Literal></PropertyIsEqualTo></Filter>;47722;85;62;41;95;16308;16344;9;15833;2;4;192;3;2
GENERAL PUEYRREDON;06357;06357;-37,807662538;-57,629890858;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06357</Literal></PropertyIsEqualTo></Filter>;618989;92;81;63;97;209794;210412;12;201039;4;6;4314;4;2
RAUCH;06672;06672;-36,3845307;-59,0051146;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06672</Literal></PropertyIsEqualTo></Filter>;15176;84;77;33;94;5325;5336;11;5200;2;3;55;2;1
MOLINOS;66119;66119;-25,394729614;-66,38092804;SALTA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>66119</Literal></PropertyIsEqualTo></Filter>;5652;49;19;0;37;1191;1201;25;1105;7;59;620;26;7
CAÑUELAS;06134;06134;-35,2637758;-58,6725328;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06134</Literal></PropertyIsEqualTo></Filter>;51892;33;31;72;96;15312;15333;12;14650;4;11;674;10;5
GENERAL ALVEAR;18056;18056;-29,106201172;-56,559669495;CORRIENTES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>18056</Literal></PropertyIsEqualTo></Filter>;7926;85;17;0;84;24344;2396;26;22914;5;12;2912;12;4
COMUNA 15;02015;02015;-34,592944247;-58,488671416;CIUDAD DE BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>02015</Literal></PropertyIsEqualTo></Filter>;182574;99;98;95;98;71948;72585;12;69033;4;5;408;4;1
BAHÍA BLANCA;06056;06056;-38,683874619;-62,215956312;BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>06056</Literal></PropertyIsEqualTo></Filter>;301572;98;80;80;97;105342;105532;10;102037;3;5;1379;3;2
COMUNA 3;02003;02003;-34,609099774;-58,40306252;CIUDAD DE BUENOS AIRES;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>02003</Literal></PropertyIsEqualTo></Filter>;187537;99;98;95;95;79473;80764;11;75605;6;6;369;11;2
LUJAN DE CUYO;50063;50063;-33,32638993;-68,92342084;MENDOZA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>50063</Literal></PropertyIsEqualTo></Filter>;119888;88;55;70;95;32233;32312;15;29548;8;11;974;6;3
RIO SECO;14112;14112;-29,8135599;-63,75524;CÓRDOBA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>14112</Literal></PropertyIsEqualTo></Filter>;13242;74;0;0;83;3846;3858;10;3688;4;9;226;14;7
SAN LORENZO;82119;82119;-32,695030212;-60,730968475;SANTA FE;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>82119</Literal></PropertyIsEqualTo></Filter>;157255;94;33;51;96;48350;48418;12;44502;7;9;876;6;3
MARTIRES;26063;26063;-43,690174103;-67,194381714;CHUBUT;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>26063</Literal></PropertyIsEqualTo></Filter>;778;60;0;0;76;287;296;19;260;9;14;14;10;4
25 DE MAYO;22168;22168;-26,612934657;-59,904048807;CHACO;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>22168</Literal></PropertyIsEqualTo></Filter>;29215;75;23;0;70;7532;7538;22;6758;10;20;799;26;12
PILAGAS;34042;34042;-24,9895438;-58,6912886;FORMOSA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>34042</Literal></PropertyIsEqualTo></Filter>;18399;52;0;0;72;4794;4810;19;4696;2;24;1053;18;9
SIMOCA;90091;90091;-27,409250259;-65,268943787;TUCUMÁN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>90091</Literal></PropertyIsEqualTo></Filter>;30876;52;9;10;87;7875;7878;17;7488;4;11;488;18;8
CUSHAMEN;26014;26014;-42,03927359;-71,56551616;CHUBUT;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>26014</Literal></PropertyIsEqualTo></Filter>;20919;75;9;57;78;6714;6849;14;5968;11;16;376;11;3
CRUZ ALTA;90014;90014;-27,0201218;-65,0182022;TUCUMÁN;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>90014</Literal></PropertyIsEqualTo></Filter>;180499;82;9;15;90;42757;42772;28;38650;9;15;2370;16;7
CONHELO;42035;42035;-35,961257935;-64,440666199;LA PAMPA;;;;https://gis.obraspublicas.gob.ar/layers/public_wxs/;departamentos_2010_antartida;<Filter><PropertyIsEqualTo><PropertyName>codigo</PropertyName><Literal>42035</Literal></PropertyIsEqualTo></Filter>;14077;37;21;79;98;4996;5003;9;4893;2;6;45;2;0
